name,period,title,description,id,value,datetime_insights_pulled
views,lifetime,Views,The number of times your reels was played or displayed,18006224720706139,1486,2025-03-20 19:31:10
comments,lifetime,Comments,The number of comments on your post.,17915520617960900,1,2025-03-20 19:31:10
follows,lifetime,Follows,This is how many accounts started following you.,17915520617960900,2,2025-03-20 19:31:10
likes,lifetime,Likes,The number of likes on your post.,17915520617960900,88,2025-03-20 19:31:10
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17915520617960900,0,2025-03-20 19:31:10
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17915520617960900,28,2025-03-20 19:31:10
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17915520617960900,912,2025-03-20 19:31:10
saved,lifetime,Saved,The number of saves of your post.,17915520617960900,4,2025-03-20 19:31:10
shares,lifetime,Shares,The number of shares of your post.,17915520617960900,4,2025-03-20 19:31:10
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17915520617960900,97,2025-03-20 19:31:10
views,lifetime,Views,The number of times your post was played or displayed.,17915520617960900,1117,2025-03-20 19:31:10
comments,lifetime,Comments,The number of comments on your post.,17854309683332781,6,2025-03-20 19:31:11
follows,lifetime,Follows,This is how many accounts started following you.,17854309683332781,10,2025-03-20 19:31:11
likes,lifetime,Likes,The number of likes on your post.,17854309683332781,252,2025-03-20 19:31:11
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17854309683332781,2,2025-03-20 19:31:11
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17854309683332781,88,2025-03-20 19:31:11
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17854309683332781,1646,2025-03-20 19:31:11
saved,lifetime,Saved,The number of saves of your post.,17854309683332781,7,2025-03-20 19:31:11
shares,lifetime,Shares,The number of shares of your post.,17854309683332781,7,2025-03-20 19:31:11
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17854309683332781,272,2025-03-20 19:31:11
views,lifetime,Views,The number of times your post was played or displayed.,17854309683332781,1958,2025-03-20 19:31:11
comments,lifetime,Comments,The number of comments on your reel.,18039855416121299,7,2025-03-20 19:31:12
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18039855416121299,10502,2025-03-20 19:31:12
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18039855416121299,6931882,2025-03-20 19:31:12
likes,lifetime,Likes,The number of likes on your reel.,18039855416121299,48,2025-03-20 19:31:12
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18039855416121299,561,2025-03-20 19:31:12
saved,lifetime,Saved,The number of saves of your reel.,18039855416121299,2,2025-03-20 19:31:12
shares,lifetime,Shares,The number of shares of your reel.,18039855416121299,2,2025-03-20 19:31:12
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18039855416121299,59,2025-03-20 19:31:12
views,lifetime,Views,The number of times your reels was played or displayed,18039855416121299,918,2025-03-20 19:31:12
comments,lifetime,Comments,The number of comments on your post.,18091956559544002,8,2025-03-20 19:31:12
follows,lifetime,Follows,This is how many accounts started following you.,18091956559544002,2,2025-03-20 19:31:12
likes,lifetime,Likes,The number of likes on your post.,18091956559544002,275,2025-03-20 19:31:12
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18091956559544002,0,2025-03-20 19:31:12
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18091956559544002,138,2025-03-20 19:31:12
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18091956559544002,2167,2025-03-20 19:31:12
saved,lifetime,Saved,The number of saves of your post.,18091956559544002,10,2025-03-20 19:31:12
shares,lifetime,Shares,The number of shares of your post.,18091956559544002,6,2025-03-20 19:31:12
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18091956559544002,299,2025-03-20 19:31:12
views,lifetime,Views,The number of times your post was played or displayed.,18091956559544002,2706,2025-03-20 19:31:12
comments,lifetime,Comments,The number of comments on your post.,18098839831510630,1,2025-03-20 19:31:12
follows,lifetime,Follows,This is how many accounts started following you.,18098839831510630,0,2025-03-20 19:31:12
likes,lifetime,Likes,The number of likes on your post.,18098839831510630,51,2025-03-20 19:31:12
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18098839831510630,0,2025-03-20 19:31:12
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18098839831510630,7,2025-03-20 19:31:12
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18098839831510630,163,2025-03-20 19:31:12
saved,lifetime,Saved,The number of saves of your post.,18098839831510630,2,2025-03-20 19:31:12
shares,lifetime,Shares,The number of shares of your post.,18098839831510630,2,2025-03-20 19:31:12
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18098839831510630,56,2025-03-20 19:31:12
views,lifetime,Views,The number of times your post was played or displayed.,18098839831510630,287,2025-03-20 19:31:12
comments,lifetime,Comments,The number of comments on your post.,18052969679233860,4,2025-03-20 19:31:13
follows,lifetime,Follows,This is how many accounts started following you.,18052969679233860,1,2025-03-20 19:31:13
likes,lifetime,Likes,The number of likes on your post.,18052969679233860,58,2025-03-20 19:31:13
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18052969679233860,0,2025-03-20 19:31:13
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18052969679233860,7,2025-03-20 19:31:13
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18052969679233860,359,2025-03-20 19:31:13
saved,lifetime,Saved,The number of saves of your post.,18052969679233860,4,2025-03-20 19:31:13
shares,lifetime,Shares,The number of shares of your post.,18052969679233860,3,2025-03-20 19:31:13
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18052969679233860,69,2025-03-20 19:31:13
views,lifetime,Views,The number of times your post was played or displayed.,18052969679233860,493,2025-03-20 19:31:13
comments,lifetime,Comments,The number of comments on your post.,18058624811051573,8,2025-03-20 19:31:13
follows,lifetime,Follows,This is how many accounts started following you.,18058624811051573,6,2025-03-20 19:31:13
likes,lifetime,Likes,The number of likes on your post.,18058624811051573,188,2025-03-20 19:31:13
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18058624811051573,1,2025-03-20 19:31:13
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18058624811051573,51,2025-03-20 19:31:13
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18058624811051573,1351,2025-03-20 19:31:13
saved,lifetime,Saved,The number of saves of your post.,18058624811051573,7,2025-03-20 19:31:13
shares,lifetime,Shares,The number of shares of your post.,18058624811051573,7,2025-03-20 19:31:13
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18058624811051573,210,2025-03-20 19:31:13
views,lifetime,Views,The number of times your post was played or displayed.,18058624811051573,1780,2025-03-20 19:31:13
comments,lifetime,Comments,The number of comments on your post.,17955150578685763,12,2025-03-20 19:31:13
follows,lifetime,Follows,This is how many accounts started following you.,17955150578685763,46,2025-03-20 19:31:13
likes,lifetime,Likes,The number of likes on your post.,17955150578685763,1245,2025-03-20 19:31:13
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17955150578685763,10,2025-03-20 19:31:13
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17955150578685763,762,2025-03-20 19:31:13
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17955150578685763,23979,2025-03-20 19:31:13
saved,lifetime,Saved,The number of saves of your post.,17955150578685763,103,2025-03-20 19:31:13
shares,lifetime,Shares,The number of shares of your post.,17955150578685763,28,2025-03-20 19:31:13
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17955150578685763,1388,2025-03-20 19:31:13
views,lifetime,Views,The number of times your post was played or displayed.,17955150578685763,0,2025-03-20 19:31:13
comments,lifetime,Comments,The number of comments on your post.,17981678441512603,12,2025-03-20 19:31:14
follows,lifetime,Follows,This is how many accounts started following you.,17981678441512603,24,2025-03-20 19:31:14
likes,lifetime,Likes,The number of likes on your post.,17981678441512603,492,2025-03-20 19:31:14
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17981678441512603,1,2025-03-20 19:31:14
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17981678441512603,202,2025-03-20 19:31:14
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17981678441512603,5829,2025-03-20 19:31:14
saved,lifetime,Saved,The number of saves of your post.,17981678441512603,32,2025-03-20 19:31:14
shares,lifetime,Shares,The number of shares of your post.,17981678441512603,16,2025-03-20 19:31:14
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17981678441512603,552,2025-03-20 19:31:14
views,lifetime,Views,The number of times your post was played or displayed.,17981678441512603,0,2025-03-20 19:31:14
comments,lifetime,Comments,The number of comments on your post.,17974645595562456,2,2025-03-20 19:31:14
follows,lifetime,Follows,This is how many accounts started following you.,17974645595562456,6,2025-03-20 19:31:14
likes,lifetime,Likes,The number of likes on your post.,17974645595562456,430,2025-03-20 19:31:14
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17974645595562456,2,2025-03-20 19:31:14
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17974645595562456,162,2025-03-20 19:31:14
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17974645595562456,8203,2025-03-20 19:31:14
saved,lifetime,Saved,The number of saves of your post.,17974645595562456,44,2025-03-20 19:31:14
shares,lifetime,Shares,The number of shares of your post.,17974645595562456,27,2025-03-20 19:31:14
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17974645595562456,503,2025-03-20 19:31:14
views,lifetime,Views,The number of times your post was played or displayed.,17974645595562456,0,2025-03-20 19:31:14
comments,lifetime,Comments,The number of comments on your post.,18017636531240071,12,2025-03-20 19:31:15
follows,lifetime,Follows,This is how many accounts started following you.,18017636531240071,39,2025-03-20 19:31:15
likes,lifetime,Likes,The number of likes on your post.,18017636531240071,990,2025-03-20 19:31:15
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18017636531240071,0,2025-03-20 19:31:15
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18017636531240071,318,2025-03-20 19:31:15
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18017636531240071,10520,2025-03-20 19:31:15
saved,lifetime,Saved,The number of saves of your post.,18017636531240071,58,2025-03-20 19:31:15
shares,lifetime,Shares,The number of shares of your post.,18017636531240071,30,2025-03-20 19:31:15
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18017636531240071,1090,2025-03-20 19:31:15
views,lifetime,Views,The number of times your post was played or displayed.,18017636531240071,0,2025-03-20 19:31:15
comments,lifetime,Comments,The number of comments on your post.,18048667666579103,4,2025-03-20 19:31:15
follows,lifetime,Follows,This is how many accounts started following you.,18048667666579103,31,2025-03-20 19:31:15
likes,lifetime,Likes,The number of likes on your post.,18048667666579103,559,2025-03-20 19:31:15
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18048667666579103,1,2025-03-20 19:31:15
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18048667666579103,491,2025-03-20 19:31:15
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18048667666579103,10461,2025-03-20 19:31:15
saved,lifetime,Saved,The number of saves of your post.,18048667666579103,53,2025-03-20 19:31:15
shares,lifetime,Shares,The number of shares of your post.,18048667666579103,25,2025-03-20 19:31:15
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18048667666579103,641,2025-03-20 19:31:15
views,lifetime,Views,The number of times your post was played or displayed.,18048667666579103,0,2025-03-20 19:31:15
comments,lifetime,Comments,The number of comments on your post.,17917177487813463,2,2025-03-20 19:31:15
follows,lifetime,Follows,This is how many accounts started following you.,17917177487813463,8,2025-03-20 19:31:15
likes,lifetime,Likes,The number of likes on your post.,17917177487813463,389,2025-03-20 19:31:15
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17917177487813463,3,2025-03-20 19:31:15
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17917177487813463,167,2025-03-20 19:31:15
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17917177487813463,7952,2025-03-20 19:31:15
saved,lifetime,Saved,The number of saves of your post.,17917177487813463,30,2025-03-20 19:31:15
shares,lifetime,Shares,The number of shares of your post.,17917177487813463,6,2025-03-20 19:31:15
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17917177487813463,427,2025-03-20 19:31:15
views,lifetime,Views,The number of times your post was played or displayed.,17917177487813463,0,2025-03-20 19:31:15
comments,lifetime,Comments,The number of comments on your post.,18003065996440309,3,2025-03-20 19:31:16
follows,lifetime,Follows,This is how many accounts started following you.,18003065996440309,36,2025-03-20 19:31:16
likes,lifetime,Likes,The number of likes on your post.,18003065996440309,701,2025-03-20 19:31:16
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18003065996440309,2,2025-03-20 19:31:16
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18003065996440309,420,2025-03-20 19:31:16
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18003065996440309,9865,2025-03-20 19:31:16
saved,lifetime,Saved,The number of saves of your post.,18003065996440309,37,2025-03-20 19:31:16
shares,lifetime,Shares,The number of shares of your post.,18003065996440309,28,2025-03-20 19:31:16
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18003065996440309,769,2025-03-20 19:31:16
views,lifetime,Views,The number of times your post was played or displayed.,18003065996440309,0,2025-03-20 19:31:16
comments,lifetime,Comments,The number of comments on your post.,18104257327377559,17,2025-03-20 19:31:16
follows,lifetime,Follows,This is how many accounts started following you.,18104257327377559,33,2025-03-20 19:31:16
likes,lifetime,Likes,The number of likes on your post.,18104257327377559,485,2025-03-20 19:31:16
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18104257327377559,3,2025-03-20 19:31:16
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18104257327377559,218,2025-03-20 19:31:16
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18104257327377559,5429,2025-03-20 19:31:16
saved,lifetime,Saved,The number of saves of your post.,18104257327377559,29,2025-03-20 19:31:16
shares,lifetime,Shares,The number of shares of your post.,18104257327377559,3,2025-03-20 19:31:16
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18104257327377559,534,2025-03-20 19:31:16
views,lifetime,Views,The number of times your post was played or displayed.,18104257327377559,0,2025-03-20 19:31:16
comments,lifetime,Comments,The number of comments on your post.,18259217083209583,7,2025-03-20 19:31:16
follows,lifetime,Follows,This is how many accounts started following you.,18259217083209583,19,2025-03-20 19:31:16
likes,lifetime,Likes,The number of likes on your post.,18259217083209583,339,2025-03-20 19:31:16
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18259217083209583,4,2025-03-20 19:31:16
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18259217083209583,195,2025-03-20 19:31:16
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18259217083209583,4275,2025-03-20 19:31:16
saved,lifetime,Saved,The number of saves of your post.,18259217083209583,17,2025-03-20 19:31:16
shares,lifetime,Shares,The number of shares of your post.,18259217083209583,3,2025-03-20 19:31:16
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18259217083209583,366,2025-03-20 19:31:16
views,lifetime,Views,The number of times your post was played or displayed.,18259217083209583,0,2025-03-20 19:31:16
comments,lifetime,Comments,The number of comments on your post.,18038410606776532,7,2025-03-20 19:31:17
follows,lifetime,Follows,This is how many accounts started following you.,18038410606776532,32,2025-03-20 19:31:17
likes,lifetime,Likes,The number of likes on your post.,18038410606776532,836,2025-03-20 19:31:17
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18038410606776532,4,2025-03-20 19:31:17
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18038410606776532,512,2025-03-20 19:31:17
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18038410606776532,9614,2025-03-20 19:31:17
saved,lifetime,Saved,The number of saves of your post.,18038410606776532,100,2025-03-20 19:31:17
shares,lifetime,Shares,The number of shares of your post.,18038410606776532,29,2025-03-20 19:31:17
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18038410606776532,972,2025-03-20 19:31:17
views,lifetime,Views,The number of times your post was played or displayed.,18038410606776532,0,2025-03-20 19:31:17
comments,lifetime,Comments,The number of comments on your post.,18230236429264359,7,2025-03-20 19:31:17
follows,lifetime,Follows,This is how many accounts started following you.,18230236429264359,43,2025-03-20 19:31:17
likes,lifetime,Likes,The number of likes on your post.,18230236429264359,1580,2025-03-20 19:31:17
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18230236429264359,7,2025-03-20 19:31:17
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18230236429264359,544,2025-03-20 19:31:17
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18230236429264359,25590,2025-03-20 19:31:17
saved,lifetime,Saved,The number of saves of your post.,18230236429264359,193,2025-03-20 19:31:17
shares,lifetime,Shares,The number of shares of your post.,18230236429264359,42,2025-03-20 19:31:17
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18230236429264359,1822,2025-03-20 19:31:17
views,lifetime,Views,The number of times your post was played or displayed.,18230236429264359,0,2025-03-20 19:31:17
comments,lifetime,Comments,The number of comments on your post.,18012742697260845,19,2025-03-20 19:31:18
follows,lifetime,Follows,This is how many accounts started following you.,18012742697260845,1,2025-03-20 19:31:18
likes,lifetime,Likes,The number of likes on your post.,18012742697260845,186,2025-03-20 19:31:18
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18012742697260845,0,2025-03-20 19:31:18
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18012742697260845,72,2025-03-20 19:31:18
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18012742697260845,3314,2025-03-20 19:31:18
saved,lifetime,Saved,The number of saves of your post.,18012742697260845,11,2025-03-20 19:31:18
shares,lifetime,Shares,The number of shares of your post.,18012742697260845,7,2025-03-20 19:31:18
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18012742697260845,223,2025-03-20 19:31:18
views,lifetime,Views,The number of times your post was played or displayed.,18012742697260845,0,2025-03-20 19:31:18
comments,lifetime,Comments,The number of comments on your reel.,18014676185473491,3,2025-03-20 19:31:18
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18014676185473491,7761,2025-03-20 19:31:18
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18014676185473491,26109167,2025-03-20 19:31:18
likes,lifetime,Likes,The number of likes on your reel.,18014676185473491,188,2025-03-20 19:31:18
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18014676185473491,4032,2025-03-20 19:31:18
saved,lifetime,Saved,The number of saves of your reel.,18014676185473491,9,2025-03-20 19:31:18
shares,lifetime,Shares,The number of shares of your reel.,18014676185473491,4,2025-03-20 19:31:18
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18014676185473491,204,2025-03-20 19:31:18
views,lifetime,Views,The number of times your reels was played or displayed,18014676185473491,6665,2025-03-20 19:31:18
comments,lifetime,Comments,The number of comments on your reel.,17968289756574784,9,2025-03-20 19:31:18
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,17968289756574784,4793,2025-03-20 19:31:18
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,17968289756574784,12098826,2025-03-20 19:31:18
likes,lifetime,Likes,The number of likes on your reel.,17968289756574784,96,2025-03-20 19:31:18
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",17968289756574784,2645,2025-03-20 19:31:18
saved,lifetime,Saved,The number of saves of your reel.,17968289756574784,7,2025-03-20 19:31:18
shares,lifetime,Shares,The number of shares of your reel.,17968289756574784,3,2025-03-20 19:31:18
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",17968289756574784,115,2025-03-20 19:31:18
views,lifetime,Views,The number of times your reels was played or displayed,17968289756574784,3163,2025-03-20 19:31:18
comments,lifetime,Comments,The number of comments on your post.,18017045708279164,12,2025-03-20 19:31:19
follows,lifetime,Follows,This is how many accounts started following you.,18017045708279164,29,2025-03-20 19:31:19
likes,lifetime,Likes,The number of likes on your post.,18017045708279164,740,2025-03-20 19:31:19
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18017045708279164,6,2025-03-20 19:31:19
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18017045708279164,330,2025-03-20 19:31:19
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18017045708279164,13661,2025-03-20 19:31:19
saved,lifetime,Saved,The number of saves of your post.,18017045708279164,64,2025-03-20 19:31:19
shares,lifetime,Shares,The number of shares of your post.,18017045708279164,23,2025-03-20 19:31:19
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18017045708279164,839,2025-03-20 19:31:19
views,lifetime,Views,The number of times your post was played or displayed.,18017045708279164,0,2025-03-20 19:31:19
comments,lifetime,Comments,The number of comments on your post.,17999595224406184,1,2025-03-20 19:31:20
follows,lifetime,Follows,This is how many accounts started following you.,17999595224406184,3,2025-03-20 19:31:20
likes,lifetime,Likes,The number of likes on your post.,17999595224406184,94,2025-03-20 19:31:20
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17999595224406184,0,2025-03-20 19:31:20
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17999595224406184,45,2025-03-20 19:31:20
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17999595224406184,2041,2025-03-20 19:31:20
saved,lifetime,Saved,The number of saves of your post.,17999595224406184,5,2025-03-20 19:31:20
shares,lifetime,Shares,The number of shares of your post.,17999595224406184,3,2025-03-20 19:31:20
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17999595224406184,103,2025-03-20 19:31:20
views,lifetime,Views,The number of times your post was played or displayed.,17999595224406184,0,2025-03-20 19:31:20
comments,lifetime,Comments,The number of comments on your reel.,18097843543363260,29,2025-03-20 19:31:20
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18097843543363260,12004,2025-03-20 19:31:20
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18097843543363260,75677494,2025-03-20 19:31:20
likes,lifetime,Likes,The number of likes on your reel.,18097843543363260,370,2025-03-20 19:31:20
